"Assets > Saraswat Bank - S.B. A/c 152200100300217 ( 101001 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
JE-2025-0000039,109009,Garden Equipment,,31-03-2026,Being Depriciation 15%,,, Garden Equipment ,109009,,362.00,

"Balance : 2049(Debit)","","","","","","","","","","2411","362",

"Assets > Prepaid Intercom ( 109011 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," Prepaid Intercom ","109011","9779","",
JE-2025-0000028,109011,Prepaid Intercom,,01-04-2025,Being prepaid intercom amc for period 01.04.25 to 31.12.25 Charged Back,,, Prepaid Intercom ,109011,,9779.00,
JE-2025-0000029,109011,Prepaid Intercom,,31-03-2026,Being prepaid intercom amc for period 01.04.26 to 31.12.26,,, Prepaid Intercom ,109011,9779.00,,

"Balance : 9779(Debit)","","","","","","","","","","19558","9779",

"Assets > 1185274/SC/MDCC ( 109101 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," 1185274/SC/MDCC ","109101","15500","",

"Balance : 15500(Debit)","","","","","","","","","","15500","0",

"Assets > TD1000855564 SCB RMF ( 109139 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," TD1000855564 SCB RMF ","109139","300000","",
JE-2025-0000053,109139,TD1000855564 SCB RMF,,15-07-2025,Being FD TD1000855564 renewed and remade SCB - RMF,,, TD1000855564 SCB RMF ,109139,,300000.00,

"","","","","","","","","","","300000","300000",

"Assets > TD1000854262 SCB ( 109140 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," TD1000854262 SCB ","109140","300000","",
JE-2025-0000049,109140,TD1000854262 SCB,,17-07-2025,Being FD TD1000854262  renewd and remade SCB GF,,, TD1000854262 SCB ,109140,,300000.00,

"","","","","","","","","","","300000","300000",

"Assets > TD1000854263 SCB ( 109141 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," TD1000854263 SCB ","109141","300000","",
JE-2025-0000051,109141,TD1000854263 SCB,,14-07-2025,Being FD TD1000854263 renewed and remade SCB - GF,,, TD1000854263 SCB ,109141,,300000.00,

"","","","","","","","","","","300000","300000",

"Assets > 52030 SVC ( 109142 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," 52030 SVC ","109142","300000","",
JE-2025-0000075,109142,52030 SVC,,28-01-2026,Being FD 3000100068048 renewed and remade SCB - SF,,, 52030 SVC ,109142,,300000.00,

"","","","","","","","","","","300000","300000",

"Assets > TD0000412514_02 SCB RMF ( 109143 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," TD0000412514_02 SCB RMF ","109143","249024","",
JE-2025-0000055,109143,TD0000412514_02 SCB RMF,,21-09-2025,Being FD TD0000412514 renewed and remade SCB - RMF,,, TD0000412514_02 SCB RMF ,109143,,249024.00,

"","","","","","","","","","","249024","249024",

"Assets > TD0000412515_02 SCB RMF ( 109144 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," TD0000412515_02 SCB RMF ","109144","248926","",
JE-2025-0000047,109144,TD0000412515_02 SCB RMF,,21-09-2025,Being FD TD0000412515 renewed and remade SCB - GF,,, TD0000412515_02 SCB RMF ,109144,,248926.00,

"","","","","","","","","","","248926","248926",

"Assets > TD0000412510_03 SCB GF ( 109146 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," TD0000412510_03 SCB GF ","109146","289296","",
JE-2025-0000043,109146,TD0000412510_03 SCB GF,,26-05-2025,Being FD TD0000412510 renewed and remade SCB - GF,,, TD0000412510_03 SCB GF ,109146,,289296.00,

"","","","","","","","","","","289296","289296",

"Assets > TD0000412511_03 SCB GF ( 109147 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," TD0000412511_03 SCB GF ","109147","289296","",
JE-2025-0000045,109147,TD0000412511_03 SCB GF,,26-05-2025,Being FD TD0000412511 renewed and remade SCB - GF,,, TD0000412511_03 SCB GF ,109147,,289296.00,

"","","","","","","","","","","289296","289296",

"Assets > TD0000412508_03 SCB GF ( 109148 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," TD0000412508_03 SCB GF ","109148","535550","",
JE-2025-0000041,109148,TD0000412508_03 SCB GF,,14-05-2025,Being FD TD0000412508 renewed and remade SCB - GF,,, TD0000412508_03 SCB GF ,109148,,535550.00,

"","","","","","","","","","","535550","535550",

"Assets > 40150_02  SVC - SF ( 109150 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," 40150_02  SVC - SF ","109150","36829","",

"Balance : 36829(Debit)","","","","","","","","","","36829","0",

"Assets > TD1001264532 - GRF - SCB ( 109151 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," TD1001264532 - GRF - SCB ","109151","600000","",

"Balance : 600000(Debit)","","","","","","","","","","600000","0",

"Assets > TD1001264534 - GRF - SCB ( 109152 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," TD1001264534 - GRF - SCB ","109152","500000","",

"Balance : 500000(Debit)","","","","","","","","","","500000","0",

"Assets > TD1001264542 - GRF - SCB ( 109153 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," TD1001264542 - GRF - SCB ","109153","500000","",

"Balance : 500000(Debit)","","","","","","","","","","500000","0",

"Assets > TD1001264563 - GRF - SCB ( 109154 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," TD1001264563 - GRF - SCB ","109154","500000","",

"Balance : 500000(Debit)","","","","","","","","","","500000","0",

"Assets > TD1001538948 - GRF -SCB ( 109155 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," TD1001538948 - GRF -SCB ","109155","150000","",

"Balance : 150000(Debit)","","","","","","","","","","150000","0",

"Assets > TD1001575057 - GRF - SCB ( 109156 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," TD1001575057 - GRF - SCB ","109156","100000","",

"Balance : 100000(Debit)","","","","","","","","","","100000","0",

"Assets > 30000100148176 - RF - SVC ( 109157 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," 30000100148176 - RF - SVC ","109157","200000","",

"Balance : 200000(Debit)","","","","","","","","","","200000","0",

"Assets > 300001000184534 - RF - SVC ( 109158 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," 300001000184534 - RF - SVC ","109158","150000","",

"Balance : 150000(Debit)","","","","","","","","","","150000","0",

"Assets > TD1002022122 - RF - SCB ( 109159 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," TD1002022122 - RF - SCB ","109159","","",
JE-2025-0000024,109159,TD1002022122 - RF - SCB,,13-02-2026,Being new FD made TD1002022122,,, TD1002022122 - RF - SCB ,109159,100000.00,,

"Balance : 100000(Debit)","","","","","","","","","","100000","0",

"Assets > TD0000412508_04 SCB GF ( 109160 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," TD0000412508_04 SCB GF ","109160","","",
JE-2025-0000041,109160,TD0000412508_04 SCB GF,,14-05-2025,Being FD TD0000412508 renewed and remade SCB - GF,,, TD0000412508_04 SCB GF ,109160,583355.00,,

"Balance : 583355(Debit)","","","","","","","","","","583355","0",

"Assets > TD0000412510_04 SCB GF ( 109161 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," TD0000412510_04 SCB GF ","109161","","",
JE-2025-0000043,109161,TD0000412510_04 SCB GF,,26-05-2025,Being FD TD0000412510 renewed and remade SCB - GF,,, TD0000412510_04 SCB GF ,109161,314543.00,,

"Balance : 314543(Debit)","","","","","","","","","","314543","0",

"Assets > TD0000412511_04 SCB GF ( 109162 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," TD0000412511_04 SCB GF ","109162","","",
JE-2025-0000045,109162,TD0000412511_04 SCB GF,,26-05-2025,Being FD TD0000412511 renewed and remade SCB - GF,,, TD0000412511_04 SCB GF ,109162,314542.00,,

"Balance : 314542(Debit)","","","","","","","","","","314542","0",

"Assets > TD0000412515_03 SCB RMF ( 109163 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," TD0000412515_03 SCB RMF ","109163","","",
JE-2025-0000047,109163,TD0000412515_03 SCB RMF,,21-09-2025,Being FD TD0000412515 renewed and remade SCB - GF,,, TD0000412515_03 SCB RMF ,109163,283327.00,,

"Balance : 283327(Debit)","","","","","","","","","","283327","0",

"Assets > TD1000854262 _01 SCB GF ( 109164 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," TD1000854262 _01 SCB GF ","109164","","",
JE-2025-0000049,109164,TD1000854262 _01 SCB GF,,17-07-2025,Being FD TD1000854262  renewd and remade SCB GF,,, TD1000854262 _01 SCB GF ,109164,341458.00,,

"Balance : 341458(Debit)","","","","","","","","","","341458","0",

"Assets > TD1000854263_01 SCB RMF ( 109165 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," TD1000854263_01 SCB RMF ","109165","","",
JE-2025-0000051,109165,TD1000854263_01 SCB RMF,,14-07-2025,Being FD TD1000854263 renewed and remade SCB - GF,,, TD1000854263_01 SCB RMF ,109165,341457.00,,

"Balance : 341457(Debit)","","","","","","","","","","341457","0",

"Assets > TD1000855564_01 SCB RMF ( 109166 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," TD1000855564_01 SCB RMF ","109166","","",
JE-2025-0000053,109166,TD1000855564_01 SCB RMF,,15-07-2025,Being FD TD1000855564 renewed and remade SCB - RMF,,, TD1000855564_01 SCB RMF ,109166,341459.00,,

"Balance : 341459(Debit)","","","","","","","","","","341459","0",

"Assets > TD0000412514_03 SCB RMF ( 109167 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," TD0000412514_03 SCB RMF ","109167","","",
JE-2025-0000055,109167,TD0000412514_03 SCB RMF,,21-09-2025,Being FD TD0000412514 renewed and remade SCB - RMF,,, TD0000412514_03 SCB RMF ,109167,283439.00,,

"Balance : 283439(Debit)","","","","","","","","","","283439","0",

"Assets > 300001000468048 SF SVC ( 109168 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," 300001000468048 SF SVC ","109168","","",
JE-2025-0000075,109168,300001000468048 SF SVC,,28-01-2026,Being FD 3000100068048 renewed and remade SCB - SF,,, 300001000468048 SF SVC ,109168,346591.00,,

"Balance : 346591(Debit)","","","","","","","","","","346591","0",

